ds,yhat,yhat_lower,yhat_upper
2005-07-25,2.9183996547651905,-7.461408430003764,13.420336388823541
2005-07-26,2.973775071846309,-7.665180180144172,13.621778812532343
2005-07-27,2.9996839496593113,-7.736976292756503,13.79771363283669
2005-07-28,2.9181448034181336,-7.502072118207142,13.33492168756244
2005-07-29,2.895353265205771,-7.673818601175205,14.301501440214912
2005-08-01,2.893651196835919,-7.664255793857386,13.576694122064406
2005-08-02,2.960084541139154,-7.505950882726391,13.472233973124322
2005-08-03,3.0077514199966036,-7.071267167511118,14.02586905095619
2005-08-04,2.9579065979493357,-7.829142291966371,13.332707676439231
2005-08-05,2.9757363129942096,-8.22972014073248,13.870140439917957
2005-08-08,3.1362086084541207,-7.747991163820452,14.277977470505997
2005-08-09,3.264890078156281,-7.047721009795536,13.722102915300317
2005-08-10,3.375991388872944,-6.98894250021726,14.63560772423689
2005-08-11,3.388936451616845,-7.3343471822634445,13.821777483998396
2005-08-12,3.4670832944499876,-6.436803887960193,14.763601262220499
2005-08-15,3.7763172072030757,-6.606925788689866,14.28175331545584
2005-08-16,3.938660643174207,-7.2012297085293415,14.892835626053284
2005-08-17,4.073283717700045,-7.2209433059850605,15.295595050066272
2005-08-18,4.098619583329889,-5.572520823086293,14.800982387266878
2005-08-19,4.177279118911347,-6.373358392448482,14.625355196694434
2005-08-22,4.413256976575129,-6.4660399627614,15.123473276796819
2005-08-23,4.5264292411940135,-6.146113410788159,14.679347925478833
2005-08-24,4.600261188477858,-6.344144755180356,14.597108068141633
2005-08-25,4.554016579401518,-7.311480276485124,15.347141462839696
2005-08-26,4.55136199904656,-5.852562563825234,15.541652894923406
2005-08-29,4.498368198700327,-6.122941700929504,14.650251417637604
2005-08-30,4.505381107434802,-5.868158497261807,14.332771746360844
2005-08-31,4.470958279320877,-5.916122474387127,15.687279491758856
2005-09-01,4.316119804303847,-6.23841283979237,15.224545890337444
2005-09-02,4.206277828691494,-6.246062076610039,14.920988520971688
2005-09-05,3.8567012402352088,-7.216435965190398,14.145988359587433
2005-09-06,3.778159030009382,-7.811322219473652,15.132044047709503
2005-09-07,3.666957228626709,-7.002487423724206,14.135978820821672
2005-09-08,3.445121643476061,-7.937144847925842,14.092683933153877
2005-09-09,3.2788676154795136,-7.716261344162455,13.745624184644903
2005-09-12,2.8283774778336763,-7.31933869238096,13.258766484942193
2005-09-13,2.7394889540242398,-7.627768233546825,13.700280318197741
2005-09-14,2.6293178464743248,-8.592929576343515,13.884497021056788
2005-09-15,2.419434421191365,-8.481606048278246,13.145885800612962
2005-09-16,2.275424476388464,-7.88205272335705,12.867765480189988
2005-09-19,1.9449548485026837,-8.278719192791964,12.119193555587055
2005-09-20,1.9104595971044114,-8.421080004427116,12.3146130368754
2005-09-21,1.859998883694459,-8.604363256394429,12.944229565673991
2005-09-22,1.7139595143129254,-8.775189180903606,12.401003991814058
2005-09-23,1.6367411372503122,-9.361294299484094,12.255755317160746
2005-09-26,1.5129198278807554,-9.199478904949634,12.108177107845684
2005-09-27,1.5458883564841985,-9.629789893021668,11.422753019725036
2005-09-28,1.5606332532435097,-9.872243719566145,11.59854345576983
2005-09-29,1.4767634773599296,-8.942839021343431,13.043471242473595
2005-09-30,1.458014201251777,-9.383178688407913,12.138956159747934
2005-10-03,1.4825294419661836,-9.651620802500323,12.515433410311196
2005-10-04,1.5548873430189334,-8.318290696930099,13.07955283521817
2005-10-05,1.603758656758727,-8.728796309609464,11.018107192837986
2005-10-06,1.5487656935680183,-9.326027985461181,12.317931298350203
2005-10-07,1.5537467449684264,-9.095397292078834,12.352898919122774
2005-10-10,1.6207142370504026,-8.849410072139873,12.389920086860593
2005-10-11,1.6986422452939152,-9.173555324152725,12.046990321827034
2005-10-12,1.749393409221048,-9.154694141373774,12.6752313519821
2005-10-13,1.6929863499500482,-9.353636673152025,12.465931847231246
2005-10-14,1.693665335163878,-8.611914143394488,12.733075016749595
2005-10-17,1.734427161702419,-9.241858261725755,12.687183856488534
2005-10-18,1.800473364578079,-8.604673303017037,12.777126690882435
2005-10-19,1.8383685491985964,-8.88768997462802,12.997934740470274
2005-10-20,1.7684586611806803,-9.421321380446113,13.091111505964612
2005-10-21,1.7552925372688233,-8.861905724313827,13.002415140876582
2005-10-24,1.7551868568078923,-8.99662125881591,12.630555198893084
2005-10-25,1.8086448304012794,-8.238777011639252,12.462613677877865
2005-10-26,1.8348353096543317,-8.507732999908711,13.544277144367655
2005-10-27,1.7543057470485657,-8.402052110404286,12.734431039073007
2005-10-28,1.7317975246099748,-8.70779932229859,12.582581101252927
2005-10-31,1.7131543995014857,-9.048769110883432,12.185874341266196
2005-11-01,1.76417419457964,-9.309819721458883,11.433189707007777
2005-11-02,1.7900694243518702,-8.742970812304605,12.125079049853662
2005-11-03,1.711537672407835,-8.94762886104814,13.053959762382545
2005-11-04,1.6934577656466365,-9.380328630338441,11.291052673490807
2005-11-07,1.70378608581347,-9.104804897499914,12.482352859937539
2005-11-08,1.7699382801113397,-9.157554233477905,12.776190864560483
2005-11-09,1.8137495508144468,-9.370336949156183,11.848355681749503
2005-11-10,1.7558890756217607,-8.433500382324066,12.937115867172752
2005-11-11,1.7611641275791472,-8.980870168028618,12.311517816185976
2005-11-14,1.8562338140602872,-8.598239562162126,12.324171678387469
2005-11-15,1.9548016771009622,-9.020909519910235,12.439493334473347
2005-11-16,2.0326264905489104,-7.996976267256999,13.02716273737972
2005-11-17,2.010014249953206,-8.232976964885358,13.234403755377123
2005-11-18,2.0513662922545954,-8.80746964611575,11.929782621097148
2005-11-21,2.2550569854479705,-8.682645658340471,12.938511472573229
2005-11-22,2.3883102448460196,-7.6153614122603654,13.695463911540154
2005-11-23,2.499201382925977,-8.28818485340805,12.277607443599727
2005-11-24,2.5075216537662097,-8.002620376721776,13.103939678334324
2005-11-25,2.577171637900249,-8.545538348675374,13.472377584980556
2005-11-28,2.8453570291454464,-7.929551973478237,13.328541057049645
2005-11-29,2.9919811173404782,-8.042082144246722,14.40929224743002
2005-11-30,3.1116453134210076,-7.803164831355737,13.90221374839512
2005-12-01,3.123912186407089,-6.944807789546965,14.54198171501004
2005-12-02,3.1925215191064193,-7.615848684997669,13.357570003129302
2005-12-05,3.427117586329026,-7.307668508869168,13.964924414380516
2005-12-06,3.5525626277736215,-7.254959803635759,14.962965436108908
2005-12-07,3.646312534120623,-6.09434210434291,14.182847170447088
2005-12-08,3.6281762456628313,-7.076881132062831,14.369002850942195
2005-12-09,3.662193267706654,-6.658452716902098,14.643096441055604
2005-12-12,3.7715122994542636,-7.147401644669589,14.976639447472968
2005-12-13,3.849395765241533,-6.789373886441593,14.452202097327778
2005-12-14,3.8934099966612803,-6.94687237021223,14.795129598294796
2005-12-15,3.823808969575653,-6.7257837584652735,14.054108371309468
2005-12-16,3.8050717273253305,-7.600659861679318,14.378765974332477
2005-12-19,3.7525649401488055,-7.085647036904529,14.661687884870346
2005-12-20,3.77660132746,-6.489850565926414,13.738343237536697
2005-12-21,3.7673915919238077,-7.286339357909538,13.694822972793103
2005-12-22,3.645493125577853,-7.1853655596871135,13.821685932003751
2005-12-23,3.5756613258366716,-6.978335887360252,13.80154303353229
2005-12-26,3.3795052020326577,-7.918079469804697,14.578366097003855
2005-12-27,3.359589512894206,-7.0738647404967825,13.601025982078225
2005-12-28,3.3087280248016158,-6.73978088258978,13.923860758308713
2005-12-29,3.147675842680595,-7.401337269254594,13.43630217726744
2005-12-30,3.041391754542503,-7.601689922809917,14.331150043729053
2006-01-02,2.7543038703917944,-9.094052106858467,12.995528902068859
2006-01-03,2.711041851408642,-8.741737173852108,13.114643562134912
2006-01-04,2.6407742961246568,-7.995132546223518,13.808218471129296
2006-01-05,2.46455770544553,-8.560811281973924,12.964747732783298
2006-01-06,2.347665473494732,-8.394288185802555,12.78556397242206
2006-01-09,2.059301957984127,-8.06608693472303,12.030779475025254
2006-01-10,2.0268288455287546,-8.482795926841495,11.869485457358257
2006-01-11,1.9734155394811719,-8.44155071405491,12.696616313637474
2006-01-12,1.8203331319380065,-9.059970834482174,12.758660876007337
2006-01-13,1.7330106057513686,-8.28289907502888,12.145937348792074
2006-01-16,1.5723555441428998,-9.661233375893076,11.702488070064515
2006-01-17,1.5951016689003594,-9.545153035042384,11.649522088858332
2006-01-18,1.6027796141774833,-9.069053860056323,12.589004619254272
2006-01-19,1.5162042739819646,-9.30879343518797,12.384125148853334
2006-01-20,1.5002182079709916,-9.591546326840655,11.860980666442773
2006-01-23,1.5747294622638335,-9.024534745091554,12.515567718902373
2006-01-24,1.6796901876513366,-9.276401091367381,13.058331800513503
2006-01-25,1.7696052101708453,-8.673594250670487,12.461488783087727
2006-01-26,1.7640187167071275,-8.635749498081092,11.975906787885172
2006-01-27,1.8264379977746874,-9.071071541283743,11.913385806257669
2006-01-30,2.106844907442564,-8.216495270103062,12.830802968171653
2006-01-31,2.266090987560987,-7.973908148979333,13.234019411053167
2006-02-01,2.400950140557243,-8.189865434072868,13.382560287839716
2006-02-02,2.4298000885844764,-8.439157900545972,13.57364617534169
2006-02-03,2.5151129095941234,-8.37667164282423,12.124544412159377
2006-02-06,2.787135497347406,-8.195432318753864,13.352501167853982
2006-02-07,2.9163116050176052,-7.8720016662206875,13.0223822643442
2006-02-08,3.007244746186671,-7.458283845925251,13.22637481085772
2006-02-09,2.978554709645219,-7.895841935696241,12.260991353413836
2006-02-10,2.993213778581057,-6.674919543022257,13.691553930600715
2006-02-13,2.983412533966604,-8.049574230602293,13.739148369488632
2006-02-14,2.999500274546609,-8.059220336903993,14.166630821013245
2006-02-15,2.970379096822983,-7.37322552506445,14.105995255392788
2006-02-16,2.8165029266888277,-6.988845776973213,14.23330261041569
2006-02-17,2.7028136111345455,-8.19339544664219,13.232717868837307
2006-02-20,2.3099209372456944,-8.44071806901279,12.917507055982952
2006-02-21,2.2060580674192787,-8.958892771499855,12.781958709901234
2006-02-22,2.0643148725304714,-8.37931908503425,13.382258838752147
2006-02-23,1.8070714724712418,-8.273848861345428,11.925443323783131
2006-02-24,1.6010390774160086,-9.29145261975507,12.270475222313824
2006-02-27,1.01181874205814,-10.451055368072126,11.602973840273163
2006-02-28,0.8729988246152754,-9.820454156660535,11.500817775471559
2006-03-01,0.7126142194248024,-9.666658445970203,11.654946965192986
2006-03-02,0.45322268717521985,-10.047268513672968,11.153881277081682
2006-03-03,0.2613921343945733,-10.209549438103144,10.85678332646025
2006-03-06,-0.19327273233938902,-11.042439138329067,10.945125947008908
2006-03-07,-0.2601142049070466,-11.072828418362406,10.062923512916713
2006-03-08,-0.33737448376673096,-10.417268944709976,10.20699489224109
2006-03-09,-0.5042740615534775,-11.236096938062689,10.687412521260866
2006-03-10,-0.5961883309907072,-10.58631598194735,9.980690853986612
2006-03-13,-0.7275319922511534,-11.484993000229816,10.099987021294616
2006-03-14,-0.6859153017566006,-11.236683423898171,9.355003483705266
2006-03-15,-0.6578836035017017,-11.569424757325756,9.938331792817896
2006-03-16,-0.7246164480589015,-11.333181898851809,8.66835004829831
2006-03-17,-0.7232892632280477,-12.059034937120034,10.21142002259088
2006-03-20,-0.6312875247494252,-11.296716493490592,9.403707699263908
2006-03-21,-0.5376885040187935,-10.580948808537753,9.852082349600632
2006-03-22,-0.47003329430579677,-11.579418290453235,10.104189045058149
2006-03-23,-0.5097243698858249,-11.48976256843197,10.089150172098897
2006-03-24,-0.4938547951629042,-10.92265259120322,9.798145628074394
2006-03-27,-0.42802665168110887,-10.909712383721683,10.123683477724692
2006-03-28,-0.3633641282028557,-10.596640035472843,10.400016600445586
2006-03-29,-0.33265893027283555,-10.527260448133278,10.854946822633734
2006-03-30,-0.41579201007832145,-11.656177225925763,10.354594972893345
2006-03-31,-0.44821400988188786,-11.22090171637336,10.250479784501138
2006-04-03,-0.5390555471342202,-11.142224608813354,9.738546426189728
2006-04-04,-0.5248060717731171,-10.687703684138429,10.004604123632557
2006-04-05,-0.5409062042200417,-11.505915139110597,10.177411036401168
2006-04-06,-0.6658032045718341,-11.359005037155416,10.148467639603695
2006-04-07,-0.7336904296107394,-11.904680875254062,9.799947311708918
2006-04-10,-0.8837988164767947,-11.44805647178225,9.827902035391427
2006-04-11,-0.8717010935284719,-12.171071105219658,9.382002762231819
2006-04-12,-0.8808510779695955,-11.007277834960519,9.701138368598137
2006-04-13,-0.9899075895691536,-12.206889935283924,9.719788686390254
