Date,Actual,Forecast,Type
2005-07-25,101.4620590209961,0.0,Train
2005-07-26,101.25775909423828,101.46206248418716,Train
2005-07-27,101.5496063232422,101.25775581111444,Train
2005-07-28,101.78298950195312,101.5496094643083,Train
2005-07-29,100.67414093017578,101.78298650858763,Train
2005-08-01,99.94466400146484,100.67414374717487,Train
2005-08-02,99.94466400146484,99.94466120206181,Train
2005-08-03,99.82791900634766,150.6756941745922,Train
2005-08-04,99.24432373046876,99.62361266351127,Train
2005-08-05,98.6606903076172,99.53094603917458,Train
2005-08-08,98.5147933959961,98.88684423240426,Train
2005-08-09,99.6236572265625,97.40747797242037,Train
2005-08-10,98.86500549316406,98.92441708056829,Train
2005-08-11,100.70335388183594,98.83561116140386,Train
2005-08-12,99.94466400146484,100.64205992270084,Train
2005-08-15,99.82791900634766,99.51801971089054,Train
2005-08-16,98.86500549316406,99.71483757491546,Train
2005-08-17,99.50692749023438,98.87332213258581,Train
2005-08-18,99.18595886230467,99.54195047782761,Train
2005-08-19,99.06916046142578,98.40611740885367,Train
2005-08-22,99.12757873535156,100.02377114116065,Train
2005-08-23,99.12757873535156,98.65006221606397,Train
2005-08-24,97.87283325195312,98.87217890264868,Train
2005-08-25,97.75604248046876,97.40283517120551,Train
2005-08-26,97.40589141845705,98.05000804954366,Train
2005-08-29,98.04788970947266,97.24605281625938,Train
2005-08-30,96.99732971191406,97.56980555423833,Train
2005-08-31,98.07706451416016,97.57241041766041,Train
2005-09-01,96.70558166503906,97.84420650195372,Train
2005-09-02,97.26000213623048,96.11433418942147,Train
2005-09-05,98.1500358581543,96.97427276764488,Train
2005-09-06,99.04006958007812,98.2050385542623,Train
2005-09-07,99.24432373046876,99.16360557605694,Train
2005-09-08,98.7774429321289,98.54318016687141,Train
2005-09-09,99.15677642822266,99.55703187542707,Train
2005-09-12,100.46989440917967,98.56160135848,Train
2005-09-13,100.03216552734376,100.20216616221614,Train
2005-09-14,99.36100769042967,99.88127739058466,Train
2005-09-15,100.32398223876952,99.65618690752588,Train
2005-09-16,100.58660125732422,100.39639992183379,Train
2005-09-19,99.36100769042967,99.99402086509522,Train
2005-09-20,98.74823760986328,99.9972953676922,Train
2005-09-21,97.90193176269533,98.57934263304793,Train
2005-09-22,97.81385040283205,97.54204545374813,Train
2005-09-23,98.10758972167967,97.64266755993286,Train
2005-09-26,97.72575378417967,98.4651496809839,Train
2005-09-27,98.81256103515624,97.86187949930179,Train
2005-09-28,98.37195587158205,98.09423799443559,Train
2005-09-29,98.8419189453125,98.82891041753481,Train
2005-09-30,98.9006576538086,98.5497494412436,Train
2005-10-03,97.60820770263672,98.60096573261295,Train
2005-10-04,96.49205017089844,97.47022477367254,Train
2005-10-05,95.99270629882812,96.76204682308779,Train
2005-10-06,98.66571044921876,96.24786695772295,Train
2005-10-07,100.5162124633789,98.01445543416449,Train
2005-10-10,99.84066009521484,100.96787785277701,Train
2005-10-11,99.28255462646484,99.59073033775269,Train
2005-10-12,99.28255462646484,98.86080301811269,Train
2005-10-13,99.92876434326172,99.03709956554448,Train
2005-10-14,100.86873626708984,100.10793471835076,Train
2005-10-17,99.89940643310548,101.43211826975214,Train
2005-10-18,99.87001037597656,99.5149459050629,Train
2005-10-19,101.07433319091795,100.20357856434327,Train
2005-10-20,99.51756286621094,100.78560165688639,Train
2005-10-21,99.07689666748048,99.13219680012132,Train
2005-10-24,100.25184631347656,98.93041015401819,Train
2005-10-25,99.6056671142578,100.51486835427262,Train
2005-10-26,98.98880004882812,99.98906783668772,Train
2005-10-27,98.6363296508789,98.66607861194578,Train
2005-10-28,100.0168685913086,99.04317737683212,Train
2005-10-31,99.6056671142578,99.60883359795082,Train
2005-11-01,98.69507598876952,99.20835067252558,Train
2005-11-02,99.31192779541016,98.6822889812092,Train
2005-11-03,99.811279296875,99.47971004558329,Train
2005-11-04,99.92876434326172,100.11096448448394,Train
2005-11-07,99.92876434326172,99.59477482182145,Train
2005-11-08,99.16505432128906,100.44431574756264,Train
2005-11-09,99.6350326538086,98.72397934775574,Train
2005-11-10,101.3386459350586,99.22773107463676,Train
2005-11-11,101.77930450439452,101.37592485844931,Train
2005-11-14,101.04498291015624,101.98109822360179,Train
2005-11-15,101.04498291015624,101.30958146840788,Train
2005-11-16,101.45618438720705,100.75518664196878,Train
2005-11-17,101.80866241455078,101.8500297941967,Train
2005-11-18,105.01041412353516,101.46778662934034,Train
2005-11-21,106.33219909667967,104.78220320459425,Train
2005-11-22,105.92100524902344,106.39294167290419,Train
2005-11-23,105.56846618652344,106.04875928801563,Train
2005-11-24,105.95033264160156,105.81309691193916,Train
2005-11-25,106.33219909667967,105.72011061719346,Train
2005-11-28,105.68597412109376,106.71847307808635,Train
2005-11-29,105.5390853881836,105.62831845173203,Train
2005-11-30,104.92222595214844,105.40702105832915,Train
2005-12-01,105.01041412353516,104.95245318004828,Train
2005-12-02,104.2760238647461,105.10106231325224,Train
2005-12-05,105.06912994384766,104.52625272221839,Train
2005-12-06,105.15724182128906,104.89394970919194,Train
2005-12-07,104.4816436767578,105.4559898318329,Train
2005-12-08,103.83543395996094,104.43246733415252,Train
2005-12-09,104.36414337158205,103.65991731495122,Train
2005-12-12,104.4229507446289,104.41960483241225,Train
2005-12-13,104.18790435791016,104.43470839622199,Train
2005-12-14,105.06912994384766,104.49959103210392,Train
2005-12-15,105.7447280883789,104.89294580485193,Train
2005-12-16,105.92100524902344,105.99778726903435,Train
2005-12-19,105.21597290039062,105.8157934995904,Train
2005-12-20,104.3935775756836,105.0977685850125,Train
