Date,Actual,Forecast,Type
2005-07-25,35.577980041503906,0.0,Train
2005-07-26,35.20165252685547,35.577977953847025,Train
2005-07-27,36.25203323364258,35.20165204498148,Train
2005-07-28,36.35876083374024,36.2520330033573,Train
2005-07-29,35.92625427246094,36.35876082328448,Train
2005-08-01,36.22957229614258,35.92625455902531,Train
2005-08-02,36.30257034301758,36.229573272585085,Train
2005-08-03,36.43739700317383,54.0915610742371,Train
2005-08-04,36.03297805786133,36.0610740911408,Train
2005-08-05,35.69034194946289,37.08486898546926,Train
2005-08-08,35.63416290283203,35.87364849396341,Train
2005-08-09,35.9599494934082,35.234018640115096,Train
2005-08-10,35.86445236206055,36.2310096578011,Train
2005-08-11,36.122840881347656,35.94648828649965,Train
2005-08-12,35.70156478881836,36.23911122334197,Train
2005-08-15,35.5836181640625,35.332016044190716,Train
2005-08-16,35.392635345458984,35.90328824635618,Train
2005-08-17,35.6678581237793,35.440709228372064,Train
2005-08-18,36.08914566040039,35.622632541523636,Train
2005-08-19,35.89152526855469,36.15828149350679,Train
2005-08-22,35.85200119018555,36.06715274164346,Train
2005-08-23,35.4342155456543,35.707274162491544,Train
2005-08-24,35.14626693725586,35.159171637275854,Train
2005-08-25,35.30434036254883,35.31612827089408,Train
2005-08-26,34.971229553222656,35.422990435640315,Train
2005-08-29,35.57536315917969,35.11034459194658,Train
2005-08-30,35.56972885131836,35.5531944899333,Train
2005-08-31,35.7899169921875,35.65335743289394,Train
2005-09-01,35.64311981201172,35.538224206987934,Train
2005-09-02,35.51325225830078,35.33860263213025,Train
2005-09-05,35.764495849609375,35.67803805686054,Train
2005-09-06,36.01573944091797,35.74065964742925,Train
2005-09-07,36.58600616455078,36.239671914602624,Train
2005-09-08,36.19077682495117,36.56617299890297,Train
2005-09-09,36.54645919799805,36.336690262020234,Train
2005-09-12,36.51824188232422,36.33013407389869,Train
2005-09-13,36.16254425048828,36.24824942071595,Train
2005-09-14,36.30370330810547,36.358726695369306,Train
2005-09-15,36.34320831298828,36.365354188397326,Train
2005-09-16,36.800537109375,36.64983642616938,Train
2005-09-19,36.50130081176758,36.70324513884844,Train
2005-09-20,36.36014938354492,36.690852070798464,Train
2005-09-21,36.52952194213867,36.21175482425418,Train
2005-09-22,36.51824188232422,36.23499893476733,Train
2005-09-23,36.12866973876953,36.681337213243204,Train
2005-09-26,36.06090545654297,36.201494440071926,Train
2005-09-27,35.82378387451172,36.40058066195503,Train
2005-09-28,35.688262939453125,35.73848334200053,Train
2005-09-29,35.99315643310547,35.8090301259528,Train
2005-09-30,35.727787017822266,35.88029270104661,Train
2005-10-03,35.33258056640625,35.50271652561773,Train
2005-10-04,35.59794998168945,35.42470410884457,Train
2005-10-05,35.14626693725586,35.61825675799241,Train
2005-10-06,34.76232147216797,35.39058411537338,Train
2005-10-07,34.632469177246094,34.68632030021548,Train
2005-10-10,34.70587158203125,34.79900154060584,Train
2005-10-11,34.604248046875,34.56971150651917,Train
2005-10-12,34.89219665527344,34.33847156297911,Train
2005-10-13,36.145606994628906,34.990273639680716,Train
2005-10-14,35.964927673339844,36.02813087931402,Train
2005-10-17,35.56972885131836,36.0903061256005,Train
2005-10-18,35.55277633666992,35.476610989984216,Train
2005-10-19,36.31498718261719,35.68986535732013,Train
2005-10-20,36.23028564453125,36.148724220252575,Train
2005-10-21,36.17382049560547,36.0378205595065,Train
2005-10-24,36.19077682495117,36.45211856261151,Train
2005-10-25,35.89716720581055,36.15114779404781,Train
2005-10-26,35.46243667602539,35.99457907424482,Train
2005-10-27,34.68893051147461,35.393246673929646,Train
2005-10-28,35.541481018066406,34.9656612494359,Train
2005-10-31,35.35517501831055,35.39522684487816,Train
2005-11-01,34.94864654541016,35.17223614961876,Train
2005-11-02,34.609893798828125,35.17623760362412,Train
2005-11-03,34.553443908691406,34.56436775746867,Train
2005-11-04,34.37276077270508,34.59061113094091,Train
2005-11-07,34.68329620361328,34.18970340546517,Train
2005-11-08,34.310646057128906,34.95467376998606,Train
2005-11-09,34.451805114746094,34.20342951634928,Train
2005-11-10,34.67200469970703,34.23206261812466,Train
2005-11-11,34.395347595214844,34.79909839364073,Train
2005-11-14,34.16385269165039,34.342372267758066,Train
2005-11-15,35.473724365234375,34.19615455131514,Train
2005-11-16,35.710880279541016,35.29606705210596,Train
2005-11-17,35.761680603027344,35.860303450761066,Train
2005-11-18,35.5005989074707,35.65785740471152,Train
2005-11-21,35.182762145996094,35.35356854903695,Train
2005-11-22,34.96710205078125,35.31348145611749,Train
2005-11-23,35.00115203857422,34.90034664016485,Train
2005-11-24,35.137372970581055,35.18206767458895,Train
2005-11-25,35.27359390258789,35.05476253170276,Train
2005-11-28,35.415470123291016,35.45552687050056,Train
2005-11-29,35.188438415527344,35.28715802548064,Train
2005-11-30,35.046566009521484,35.006727597147254,Train
2005-12-01,35.01250457763672,35.14183489102575,Train
2005-12-02,34.74007797241211,34.950041801914075,Train
2005-12-05,34.649253845214844,34.887168561421234,Train
2005-12-06,34.320098876953125,34.59375173930363,Train
2005-12-07,34.0760383605957,34.53199663695229,Train
2005-12-08,34.09873580932617,33.971910237287716,Train
2005-12-09,34.110084533691406,33.92218880672561,Train
2005-12-12,34.13847351074219,34.193585832141835,Train
2005-12-13,34.19521713256836,34.04377119403199,Train
2005-12-14,34.115753173828125,34.29648351796315,Train
2005-12-15,34.144142150878906,34.016107164793254,Train
2005-12-16,34.54141616821289,34.286497429043266,Train
2005-12-19,34.72872543334961,34.41267139669462,Train
2005-12-20,34.49601364135742,34.54866876536523,Train
